sentence,labels,scores,ESG
"among them, just over 3500 employed members of the cern personnel take part in the design, construction and operation of the research infrastructure.","['diversity and inclusion', 'transparancy', 'natural resources', 'board accountability', 'emissions', 'health and safety', 'corporate compliance', 'pollution', 'philanthropy', 'training and education']","[0.3770782008805348, 0.23907062042828361, 0.21575053727659885, 0.07231665536362511, 0.03883311281483026, 0.02534468317805133, 0.01710900612440561, 0.00964678176881577, 0.003820269465177164, 0.0010301326996775037]","['S', 'G', 'E', 'G', 'E', 'S', 'G', 'E', 'S', 'S']"
cern provides a unique range of particle-accelerator  facilities that enable research at the forefront of human knowledge.,"['philanthropy', 'transparancy', 'diversity and inclusion', 'board accountability', 'emissions', 'natural resources', 'health and safety', 'pollution', 'corporate compliance', 'training and education']","[0.4335971848028062, 0.2605945394591789, 0.12819131827569663, 0.06512824637289522, 0.032916345027655704, 0.03118694796838352, 0.018722185041595236, 0.01355751040446439, 0.011066259028248118, 0.005039463619076144]","['S', 'G', 'S', 'G', 'E', 'E', 'S', 'E', 'G', 'S']"
"the flagship facility, the lhc, is the world's largest and most powerful particle accelerator.","['transparancy', 'board accountability', 'diversity and inclusion', 'natural resources', 'emissions', 'health and safety', 'corporate compliance', 'pollution', 'philanthropy', 'training and education']","[0.32162645971864523, 0.19329618458892844, 0.1775388170553761, 0.08914410084282232, 0.08758192023206736, 0.045274789602422365, 0.03246679197859692, 0.03011960475701796, 0.01807953098086936, 0.0048718002432539195]","['G', 'G', 'S', 'E', 'E', 'S', 'G', 'E', 'S', 'S']"
"it collides beams of protons or heavy ions, and the results of these collisions are recorded by several particle detectors.","['transparancy', 'diversity and inclusion', 'board accountability', 'natural resources', 'health and safety', 'pollution', 'philanthropy', 'corporate compliance', 'training and education', 'emissions']","[0.6505253971771998, 0.13201696613237573, 0.06153352699322834, 0.05304552521138683, 0.03499047906044091, 0.02242441375974259, 0.014490558272418786, 0.013584283000801596, 0.009758884939033746, 0.007629965453371598]","['G', 'S', 'G', 'E', 'S', 'E', 'S', 'G', 'S', 'E']"
"the lhcs evolution will culminate with the high-luminosity lhc (hl-lhc), which will run from 2029 to 2041.","['natural resources', 'diversity and inclusion', 'emissions', 'health and safety', 'corporate compliance', 'board accountability', 'training and education', 'transparancy', 'philanthropy', 'pollution']","[0.4534423542143027, 0.1919135286002303, 0.1458078075671037, 0.052118083611764426, 0.043246697105545545, 0.039442494810691626, 0.03283458385128046, 0.017794144944006492, 0.016571725359315868, 0.006828579935758876]","['E', 'S', 'E', 'S', 'G', 'G', 'S', 'G', 'S', 'E']"
"lead times for new facilities in particle physics are long, and although the lhc will run until 2041, planning for a successor has already begun.","['transparancy', 'diversity and inclusion', 'board accountability', 'health and safety', 'corporate compliance', 'training and education', 'philanthropy', 'emissions', 'pollution', 'natural resources']","[0.452880854290125, 0.31727807735105656, 0.13399819481027986, 0.05060218365856577, 0.012421153712511884, 0.009567967226544677, 0.008762621925120102, 0.007335726252184509, 0.004265366650602514, 0.002887854123009191]","['G', 'S', 'G', 'S', 'G', 'S', 'S', 'E', 'E', 'E']"
"the current front-runner, which has been identified through the european strategy for particle physics, is a large circular machine with a circumference of about 91 km.","['transparancy', 'diversity and inclusion', 'emissions', 'board accountability', 'natural resources', 'pollution', 'health and safety', 'corporate compliance', 'philanthropy', 'training and education']","[0.6085280618197881, 0.20914637919434012, 0.08578159708038668, 0.04320493867489694, 0.01834892925115249, 0.012924319391872252, 0.008812836053811736, 0.005610426657142255, 0.005252707155604115, 0.0023898047210053047]","['G', 'S', 'E', 'G', 'E', 'E', 'S', 'G', 'S', 'S']"
"the cern council has mandated cern to carry out a feasibility study for this future circular collider (fcc), and this study is ongoing.","['natural resources', 'emissions', 'transparancy', 'board accountability', 'health and safety', 'diversity and inclusion', 'pollution', 'corporate compliance', 'training and education', 'philanthropy']","[0.4665705746933219, 0.14578340223426764, 0.11554518111561773, 0.08557158242210416, 0.08104325737219849, 0.06186967275558268, 0.018863070833407387, 0.014983462091172451, 0.005239461382750709, 0.004530335099576807]","['E', 'E', 'G', 'G', 'S', 'S', 'E', 'G', 'S', 'S']"
"the science and technology underpinning cerns research  have great potential to inspire students to pursue careers in science and engineering, as well as to enthuse and engage citizens of all ages in the wonders of science and its impact on our daily lives.","['training and education', 'transparancy', 'philanthropy', 'diversity and inclusion', 'board accountability', 'natural resources', 'emissions', 'health and safety', 'pollution', 'corporate compliance']","[0.9353765673635791, 0.02556532969262383, 0.014895186304511494, 0.013982287997879482, 0.00458355075190199, 0.0029736538092329672, 0.0013869604774476448, 0.0008100317258985731, 0.0003037074212517942, 0.00012272445567309434]","['S', 'G', 'S', 'S', 'G', 'E', 'E', 'S', 'E', 'G']"
"the laboratory is a much-favoured visitor destination, with around 150 000 visitors from 95 countries (2019) taking part in guided tours every year.","['natural resources', 'diversity and inclusion', 'transparancy', 'training and education', 'health and safety', 'emissions', 'philanthropy', 'board accountability', 'pollution', 'corporate compliance']","[0.34004504357719617, 0.2311617731954048, 0.10841452726262615, 0.09205414433630059, 0.0879609336756505, 0.04837810221474168, 0.0361603548875103, 0.032006658539443844, 0.014989050467618378, 0.008829411843507592]","['E', 'S', 'G', 'S', 'S', 'E', 'S', 'G', 'E', 'G']"
education is a pillar of cerns mission.,"['training and education', 'diversity and inclusion', 'transparancy', 'board accountability', 'philanthropy', 'natural resources', 'emissions', 'corporate compliance', 'health and safety', 'pollution']","[0.8918638873816644, 0.0690490612882226, 0.029434424408351423, 0.0056125134142454465, 0.0012570119718583945, 0.0009701043592180878, 0.0006960576798536693, 0.0005233181390441997, 0.0003504353553828333, 0.00024318600215894295]","['S', 'S', 'G', 'G', 'S', 'E', 'E', 'G', 'S', 'E']"
"the science  gateway, due to open in 2023, will be an emblematic education and outreach facility.","['training and education', 'diversity and inclusion', 'transparancy', 'philanthropy', 'natural resources', 'emissions', 'board accountability', 'pollution', 'corporate compliance', 'health and safety']","[0.5640449594243819, 0.25232774309998096, 0.07545988485952244, 0.05926474765597072, 0.03545932906341064, 0.005956048880327765, 0.0054985017224948845, 0.0010665880991398392, 0.0004664103269304612, 0.0004557868678403824]","['S', 'S', 'G', 'S', 'E', 'E', 'G', 'E', 'G', 'S']"
"the various initiatives to inspire and educate students of all ages include the summer student programme for undergraduates, the beamline for schools competition for high-school students and the be a scientist programme for primary schoolchildren.","['training and education', 'diversity and inclusion', 'philanthropy', 'transparancy', 'natural resources', 'emissions', 'board accountability', 'pollution', 'health and safety', 'corporate compliance']","[0.6347354060500789, 0.20557282727730752, 0.12625038873288927, 0.021704202419884095, 0.006491609110871886, 0.0020246238675863753, 0.001584558267481603, 0.0008203545564013996, 0.0007072197117495688, 0.00010881000574938446]","['S', 'S', 'S', 'G', 'E', 'E', 'G', 'E', 'S', 'G']"
"cern is committed to pursuing its mission of research,  innovation, training and collaboration while respecting the highest ethical standards of behaviour.","['corporate compliance', 'diversity and inclusion', 'board accountability', 'training and education', 'health and safety', 'transparancy', 'philanthropy', 'natural resources', 'emissions', 'pollution']","[0.27574049560350317, 0.17712650049100886, 0.1407990210115431, 0.1332120029756975, 0.09573389438611721, 0.08270372388554158, 0.04383887199000623, 0.027960153698278988, 0.017497827148440646, 0.0053875088098627524]","['G', 'S', 'G', 'S', 'S', 'G', 'S', 'E', 'E', 'E']"
the cern staff rules and regulations are the overarching framework that defines the roles and responsibilities of the organization and its personnel.,"['corporate compliance', 'board accountability', 'transparancy', 'diversity and inclusion', 'health and safety', 'natural resources', 'emissions', 'philanthropy', 'pollution', 'training and education']","[0.9091167981924717, 0.0233257526241835, 0.01496689668265278, 0.013147098188623882, 0.012814776668206119, 0.011158356108158594, 0.007295065451656161, 0.004023872270803402, 0.0034207613595234492, 0.0007306224537204509]","['G', 'G', 'G', 'S', 'S', 'E', 'E', 'S', 'E', 'S']"
"in addition, the organization has a full-time ombudsperson and a diversity & inclusion programme.","['diversity and inclusion', 'training and education', 'corporate compliance', 'philanthropy', 'board accountability', 'transparancy', 'natural resources', 'health and safety', 'emissions', 'pollution']","[0.3732539309227554, 0.28632046823868007, 0.13682297902149976, 0.07363673835745288, 0.06604717105542689, 0.03818734432778189, 0.013550117230576957, 0.006931485936931201, 0.003695024736794939, 0.001554740172100052]","['S', 'S', 'G', 'S', 'G', 'G', 'E', 'S', 'E', 'E']"
cern strives to be a role model for environmentally  responsible research.,"['natural resources', 'emissions', 'transparancy', 'board accountability', 'health and safety', 'pollution', 'philanthropy', 'diversity and inclusion', 'corporate compliance', 'training and education']","[0.5118025860717657, 0.15424345076868748, 0.09668203192132692, 0.06371855108704721, 0.06046327746720583, 0.0506478272772167, 0.02916768867131989, 0.016226383402381132, 0.012887602893261067, 0.004160600439788055]","['E', 'E', 'G', 'G', 'S', 'E', 'S', 'S', 'G', 'S']"
"to this end, an awareness campaign to inform personnel of the actions taken across key environmental themes was launched in june 2021.","['natural resources', 'training and education', 'emissions', 'pollution', 'corporate compliance', 'board accountability', 'transparancy', 'philanthropy', 'health and safety', 'diversity and inclusion']","[0.4377243404266819, 0.24575628507241973, 0.1812675086501746, 0.10346704573451809, 0.013215612868004961, 0.012259548237038948, 0.004094031708537383, 0.001695199790041425, 0.0003487708912869873, 0.00017165662129596317]","['E', 'S', 'E', 'E', 'G', 'G', 'G', 'S', 'S', 'S']"
this campaign closed with a general meeting in september 2022 that included presentations from department heads and was designed to ensure that everyone working at cern had the opportunity to familiarise themselves with the organizations environmental goals and learn how they can contribute to achieving them.,"['training and education', 'natural resources', 'emissions', 'pollution', 'transparancy', 'corporate compliance', 'diversity and inclusion', 'philanthropy', 'board accountability', 'health and safety']","[0.29515881222575235, 0.27893020477467184, 0.22386947924991266, 0.1130200539672599, 0.03077995023483339, 0.02666404945059487, 0.0145067751632519, 0.011433180609093352, 0.004134392768221421, 0.0015031015564082994]","['S', 'E', 'E', 'E', 'G', 'G', 'S', 'S', 'G', 'S']"
"in october 2022, ceps (cern environmental protection steering board) organised a two-day workshop on cern and the environment.","['natural resources', 'training and education', 'pollution', 'emissions', 'transparancy', 'board accountability', 'diversity and inclusion', 'corporate compliance', 'philanthropy', 'health and safety']","[0.4873887844050699, 0.3577453545678608, 0.05524451752179963, 0.054895098095414124, 0.024811234555797507, 0.009702117051491918, 0.0046549203351762, 0.003459886807116898, 0.001389482816805812, 0.0007086038434672429]","['E', 'S', 'E', 'E', 'G', 'G', 'S', 'G', 'S', 'S']"
