sentence,labels,scores,ESG
"due to this shutdown, several environmental indicators show a different pattern from the previous reporting time frame of 2017-2018.","['natural resources', 'emissions', 'pollution', 'transparancy', 'board accountability', 'diversity and inclusion', 'health and safety', 'corporate compliance', 'philanthropy', 'training and education']","[0.3860057642752937, 0.24975534456720905, 0.2207266116857918, 0.12492118161449074, 0.007508159333564858, 0.004569964928891199, 0.003298343702825545, 0.002358526597309401, 0.0006698321073995107, 0.00018627118722418]","['E', 'E', 'E', 'G', 'G', 'S', 'S', 'G', 'S', 'S']"
"these highlights only include 2019 indicators, given that 2020, with the covid-19 pandemic, was not representative of a normal year.","['health and safety', 'transparancy', 'emissions', 'corporate compliance', 'diversity and inclusion', 'board accountability', 'natural resources', 'pollution', 'philanthropy', 'training and education']","[0.4385409743798731, 0.2333680670071343, 0.14067868916487783, 0.0610332366641651, 0.05909337848047044, 0.027576574589869514, 0.01904085846612459, 0.012062752584121773, 0.005199353132388749, 0.0034061155309745576]","['S', 'G', 'E', 'G', 'S', 'G', 'E', 'E', 'S', 'S']"
"founded in 1954, cern is an intergovernmental organisation  headquartered in meyrin, in the canton of geneva, switzerland.","['diversity and inclusion', 'natural resources', 'transparancy', 'board accountability', 'training and education', 'emissions', 'health and safety', 'corporate compliance', 'pollution', 'philanthropy']","[0.23410421013371532, 0.22905871555594573, 0.15621209621369442, 0.13221864536999092, 0.08168719964458981, 0.07748915784188774, 0.05366292610250112, 0.01752500440716229, 0.010406506910453263, 0.007635537820059392]","['S', 'E', 'G', 'G', 'S', 'E', 'S', 'G', 'E', 'S']"
it is governed by its 23 member states.,"['transparancy', 'diversity and inclusion', 'natural resources', 'board accountability', 'health and safety', 'emissions', 'training and education', 'corporate compliance', 'philanthropy', 'pollution']","[0.25504094895582713, 0.22181987068888404, 0.15130094730943275, 0.14288285429554273, 0.06464296914837551, 0.05673969111359486, 0.03238393046789645, 0.03170952974491612, 0.02499032898650627, 0.018488929289024177]","['G', 'S', 'E', 'G', 'S', 'E', 'S', 'G', 'S', 'E']"
cern also brings together nine associate member states (as of the end of 2020) and six observers.,"['diversity and inclusion', 'transparancy', 'emissions', 'board accountability', 'health and safety', 'natural resources', 'philanthropy', 'pollution', 'corporate compliance', 'training and education']","[0.4923082364274841, 0.15936541744326552, 0.12549022965107123, 0.06593693375752925, 0.06021486586164365, 0.03569684782037889, 0.03282283187596248, 0.01189311693755384, 0.008882888234337378, 0.007388631990773631]","['S', 'G', 'E', 'G', 'S', 'E', 'S', 'E', 'G', 'S']"
"the laboratory has become a prime example of international collaboration, uniting people from all over the world to advance the frontiers of science and technology for the benefit of all.","['diversity and inclusion', 'philanthropy', 'transparancy', 'health and safety', 'natural resources', 'emissions', 'board accountability', 'training and education', 'pollution', 'corporate compliance']","[0.4926942411430922, 0.3129835931161972, 0.11673837357821351, 0.027553526138293732, 0.021884044055011792, 0.010301091442620139, 0.009390200957256914, 0.005726622858045241, 0.0022489302331402125, 0.00047937647812905235]","['S', 'S', 'G', 'S', 'E', 'E', 'G', 'S', 'E', 'G']"
cern has two main campuses: the original meyrin site on the  frenchswiss border and the prvessin site in france.,"['training and education', 'natural resources', 'diversity and inclusion', 'transparancy', 'health and safety', 'corporate compliance', 'philanthropy', 'emissions', 'board accountability', 'pollution']","[0.3069410081460081, 0.25416526784101817, 0.11839963800287517, 0.07405586310653725, 0.061044368919688015, 0.050257350685359824, 0.04879005832070694, 0.042991458605647216, 0.03378603802829399, 0.009568948343865284]","['S', 'E', 'S', 'G', 'S', 'G', 'S', 'E', 'G', 'E']"
there are also several smaller sites situated in both countries around the 27-kilometre ring of the large hadron collider (lhc) and the 7-kilometre ring of the super proton synchrotron (sps).,"['diversity and inclusion', 'transparancy', 'natural resources', 'emissions', 'board accountability', 'health and safety', 'pollution', 'philanthropy', 'corporate compliance', 'training and education']","[0.5640866486964503, 0.17290535683711566, 0.09966725717907736, 0.06507502873280399, 0.036665533488717164, 0.03425765052600531, 0.01682549491756624, 0.004139074898241193, 0.0036181879248238474, 0.002759766799198953]","['S', 'G', 'E', 'E', 'G', 'S', 'E', 'S', 'G', 'S']"
"cern cooperates with a number of national and international  scientific institutions and organisations and is represented in several scientific associations, such as the european intergovernmental research organisation forum (eiroforum).","['natural resources', 'diversity and inclusion', 'emissions', 'transparancy', 'health and safety', 'board accountability', 'pollution', 'corporate compliance', 'philanthropy', 'training and education']","[0.20656680788447418, 0.20450026357893958, 0.16847027231910647, 0.16374171966120873, 0.06608894976348065, 0.065761986336941, 0.061542262314259306, 0.039761599974721444, 0.01643660359470986, 0.007129534572158791]","['E', 'S', 'E', 'G', 'S', 'G', 'E', 'G', 'S', 'S']"
"the european strategy for particle physics, first mandated  by the cern council in 2005, was updated in 2020 following almost two years of discussions and deliberations with particle physicists from europe and beyond.","['diversity and inclusion', 'board accountability', 'transparancy', 'training and education', 'health and safety', 'pollution', 'emissions', 'natural resources', 'philanthropy', 'corporate compliance']","[0.6480325567403337, 0.1701619558497563, 0.13030801142714082, 0.012581900682546714, 0.011158158410537808, 0.00792531570348588, 0.007464642584358877, 0.004940329766105542, 0.004494057300505949, 0.0029330715352284776]","['S', 'G', 'G', 'S', 'S', 'E', 'E', 'E', 'S', 'G']"
the strategy guides cerns work and sets out a coherent and globally coordinated approach to the development of the field in europe and at cern.,"['natural resources', 'transparancy', 'emissions', 'diversity and inclusion', 'training and education', 'health and safety', 'pollution', 'corporate compliance', 'board accountability', 'philanthropy']","[0.4100256963655383, 0.17098282926738004, 0.10671070422086323, 0.10138480623447152, 0.06363093194782775, 0.04918870060168363, 0.02864370141647407, 0.02607269554055239, 0.021858635998819126, 0.021501298406389955]","['E', 'G', 'E', 'S', 'S', 'S', 'E', 'G', 'G', 'S']"
procurement has been identified as an important subject  for cerns environmental stewardship.,"['natural resources', 'corporate compliance', 'emissions', 'transparancy', 'pollution', 'board accountability', 'health and safety', 'diversity and inclusion', 'philanthropy', 'training and education']","[0.9653994348023482, 0.0179775585020228, 0.0056914581115210874, 0.0048371338179761065, 0.0032369795102275885, 0.001670608660323817, 0.00068807031635559, 0.00022608865113289412, 0.0001694210451032719, 0.00010324658298857065]","['E', 'G', 'E', 'G', 'E', 'G', 'S', 'S', 'S', 'S']"
"in 2019 and 2020 respectively, cern spent around 532 mchf and 441 mchf on materials, including goods, services and supplies.","['transparancy', 'natural resources', 'board accountability', 'corporate compliance', 'diversity and inclusion', 'emissions', 'health and safety', 'pollution', 'training and education', 'philanthropy']","[0.2571616783195781, 0.23229606748522585, 0.19528322886306018, 0.1101712496904704, 0.08483289070351668, 0.07758865194095457, 0.01644475196126922, 0.013622867749558433, 0.008830665172589812, 0.0037679481137767724]","['G', 'E', 'G', 'G', 'S', 'E', 'S', 'E', 'S', 'S']"
this represents 43% and 38% of the organizations expenses respectively.,"['transparancy', 'corporate compliance', 'board accountability', 'diversity and inclusion', 'training and education', 'emissions', 'natural resources', 'philanthropy', 'health and safety', 'pollution']","[0.49056886224860125, 0.2806305129547933, 0.06845787269143923, 0.05175639595531183, 0.030451435711273973, 0.023416873807670418, 0.01860234329742934, 0.017374187627461225, 0.011614498648967575, 0.00712701705705184]","['G', 'G', 'G', 'S', 'S', 'E', 'E', 'S', 'S', 'E']"
"cern is committed to pursuing its mission of research,  innovation, training and collaboration while observing the highest ethical standards of behaviour.","['corporate compliance', 'board accountability', 'diversity and inclusion', 'training and education', 'transparancy', 'health and safety', 'philanthropy', 'natural resources', 'emissions', 'pollution']","[0.3468612138614055, 0.16672604561699317, 0.14078455029710138, 0.11923236615857528, 0.07706987966184475, 0.06423989017948072, 0.03908558930073862, 0.024776480306549865, 0.01644655280744708, 0.004777431809863637]","['G', 'G', 'S', 'S', 'G', 'S', 'S', 'E', 'E', 'E']"
the cern staff rules and regulations define the roles and responsibilities of the organization and its personnel.,"['corporate compliance', 'board accountability', 'transparancy', 'diversity and inclusion', 'health and safety', 'natural resources', 'emissions', 'philanthropy', 'training and education', 'pollution']","[0.7642598573894531, 0.07704139373019465, 0.045636578964954655, 0.03900062313039914, 0.02128943428691963, 0.019905591609520084, 0.011018824040397062, 0.009283159586559264, 0.007153036265987274, 0.00541150099561509]","['G', 'G', 'G', 'S', 'S', 'E', 'E', 'S', 'S', 'E']"
"in addition, the laboratory has a full-time ombud, a diversity  and inclusion office and a code of conduct.","['diversity and inclusion', 'training and education', 'corporate compliance', 'transparancy', 'board accountability', 'health and safety', 'natural resources', 'philanthropy', 'emissions', 'pollution']","[0.43433481150370057, 0.19656034364336977, 0.18948197875644365, 0.061864360491246544, 0.047860023780186646, 0.0310774322303903, 0.01943771228859605, 0.009236183102559681, 0.008266615351660534, 0.0018805388518462404]","['S', 'S', 'G', 'G', 'G', 'S', 'E', 'S', 'E', 'E']"
"based on integrity, commitment, professionalism, creativity and diversity, the code serves to promote excellence and respect across the organization.","['diversity and inclusion', 'corporate compliance', 'board accountability', 'philanthropy', 'natural resources', 'transparancy', 'training and education', 'emissions', 'pollution', 'health and safety']","[0.8784430034801275, 0.09927115858214167, 0.008384604670463574, 0.00468407840516172, 0.003737767836835346, 0.002377364523767445, 0.001719821893169845, 0.0005594811878355852, 0.0004965603516390504, 0.00032615906885826346]","['S', 'G', 'G', 'S', 'E', 'G', 'S', 'E', 'E', 'S']"
"the cern council is the highest authority of the  organization and decides on cerns activities in scientific, technical and administrative matters.","['natural resources', 'diversity and inclusion', 'transparancy', 'board accountability', 'emissions', 'health and safety', 'training and education', 'corporate compliance', 'pollution', 'philanthropy']","[0.24746491373422386, 0.23921741186417886, 0.17927245429639643, 0.15651443763132622, 0.06357471518368218, 0.03270746097857115, 0.025509332726750784, 0.024801684895350784, 0.023919500443482213, 0.0070180882460375285]","['E', 'S', 'G', 'G', 'E', 'S', 'S', 'G', 'E', 'S']"
the council is assisted by the scientific policy committee and the finance committee.,"['diversity and inclusion', 'transparancy', 'natural resources', 'board accountability', 'emissions', 'corporate compliance', 'philanthropy', 'health and safety', 'pollution', 'training and education']","[0.23327718704626035, 0.20197880823401623, 0.16483805274218494, 0.12628836537377394, 0.10460617596904984, 0.04935791292915443, 0.033703092606406276, 0.03201968022802864, 0.029661122768485378, 0.024269602102639978]","['S', 'G', 'E', 'G', 'E', 'G', 'S', 'S', 'E', 'S']"
each member state has a single vote and most decisions require a simple majority.,"['board accountability', 'transparancy', 'diversity and inclusion', 'natural resources', 'corporate compliance', 'health and safety', 'emissions', 'philanthropy', 'training and education', 'pollution']","[0.32332348160906405, 0.2545444143861794, 0.12322627689446133, 0.11281693778295611, 0.04972429963642059, 0.04842890580999763, 0.03528177116055012, 0.022522277449860694, 0.01707591379283585, 0.013055721477674196]","['G', 'G', 'S', 'E', 'G', 'S', 'E', 'S', 'S', 'E']"
